trip_id,datetime,hour,day_of_week,month,is_weekend,pickup_neighborhood,dropoff_neighborhood,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,demand_score,trip_count
GEO00014,2023-04-19 18:56:00,18,2,4,0,South Beach,Little Havana,25.793252,-80.143538,25.771525,-80.232057,0.611,1
GEO00015,2023-09-13 12:56:00,12,2,9,0,South Beach,Doral,25.785823,-80.13342,25.814273,-80.341476,0.415,1
GEO00016,2023-05-07 23:35:00,23,6,5,1,Coconut Grove,Doral,25.735195,-80.234401,25.81565,-80.37235,0.609,1
GEO00017,2023-07-05 07:08:00,7,2,7,0,Brickell,Wynwood,25.769754,-80.189122,25.806254,-80.196993,0.478,1
GEO00018,2023-02-26 04:40:00,4,6,2,1,Coral Gables,Wynwood,25.716522,-80.271244,25.80537,-80.192428,0.453,1
GEO00019,2023-11-02 02:24:00,2,3,11,0,Downtown,Aventura,25.772339,-80.194156,25.94017,-80.157087,0.516,1
GEO00020,2023-01-06 21:46:00,21,4,1,0,Wynwood,Coconut Grove,25.803796,-80.196384,25.730927,-80.243384,0.434,1
GEO00021,2023-05-17 20:21:00,20,2,5,0,South Beach,Brickell,25.78705,-80.141388,25.759374,-80.185436,0.362,1
GEO00022,2023-05-15 16:48:00,16,0,5,0,Coral Gables,Wynwood,25.716906,-80.280336,25.808433,-80.197136,0.382,1
GEO00023,2023-11-24 16:38:00,16,4,11,0,South Beach,Coconut Grove,25.795013,-80.12659,25.731326,-80.224345,0.37,1
GEO00024,2023-09-29 00:38:00,0,4,9,0,Wynwood,Brickell,25.796968,-80.205822,25.75696,-80.201761,0.726,1
GEO00025,2023-06-07 07:03:00,7,2,6,0,Doral,Coconut Grove,25.831717,-80.360526,25.739617,-80.236448,0.562,1
GEO00026,2023-02-10 02:46:00,2,4,2,0,Brickell,South Beach,25.759622,-80.188713,25.795824,-80.138097,0.573,1
GEO00027,2023-03-06 04:42:00,4,0,3,0,Brickell,Midtown,25.764729,-80.187928,25.815475,-80.19886,0.434,1
GEO00028,2023-10-04 23:44:00,23,2,10,0,Aventura,Coconut Grove,25.954998,-80.129178,25.733764,-80.234483,0.384,1
GEO00029,2023-11-29 11:28:00,11,2,11,0,Coral Gables,Wynwood,25.714203,-80.264658,25.800872,-80.205955,0.365,1
GEO00030,2023-02-02 10:01:00,10,3,2,0,Coral Gables,Doral,25.725617,-80.258763,25.826311,-80.360563,0.343,1
GEO00031,2023-04-23 00:04:00,0,6,4,1,Coconut Grove,Brickell,25.736812,-80.228857,25.74416,-80.196663,0.585,1
GEO00032,2023-02-04 01:55:00,1,5,2,1,Coconut Grove,Coral Gables,25.745246,-80.231913,25.717976,-80.255744,0.666,1
GEO00033,2023-05-23 21:31:00,21,1,5,0,Brickell,Downtown,25.755144,-80.206817,25.778634,-80.195515,0.346,1
GEO00034,2023-07-28 06:06:00,6,4,7,0,Wynwood,Little Havana,25.796433,-80.196335,25.767622,-80.220513,0.399,1
GEO00035,2023-08-05 13:29:00,13,5,8,1,Midtown,Coral Gables,25.810919,-80.191657,25.712462,-80.264162,0.51,1
GEO00036,2023-12-01 20:06:00,20,4,12,0,Brickell,Aventura,25.763477,-80.187972,25.953214,-80.136097,0.433,1
GEO00037,2023-03-13 13:11:00,13,0,3,0,Little Havana,South Beach,25.774356,-80.230644,25.796626,-80.123575,0.425,1
GEO00038,2023-10-09 03:03:00,3,0,10,0,Aventura,Little Havana,25.962363,-80.132129,25.763916,-80.227383,0.383,1
GEO00039,2023-02-17 07:10:00,7,4,2,0,Coral Gables,Brickell,25.74531,-80.268182,25.758089,-80.181563,0.566,1
GEO00040,2023-07-25 01:10:00,1,1,7,0,Midtown,Coral Gables,25.807589,-80.189793,25.716481,-80.272363,0.581,1
GEO00041,2023-05-16 14:18:00,14,1,5,0,Coconut Grove,Doral,25.732477,-80.239379,25.824525,-80.345439,0.314,1
GEO00042,2023-09-07 04:12:00,4,3,9,0,Midtown,Brickell,25.805931,-80.192933,25.754105,-80.192787,0.35,1
GEO00043,2023-10-05 01:47:00,1,3,10,0,Coconut Grove,Brickell,25.715044,-80.22845,25.758792,-80.193592,0.504,1
GEO00044,2023-09-29 05:03:00,5,4,9,0,Brickell,Downtown,25.759492,-80.192582,25.777603,-80.203598,0.332,1
GEO00045,2023-12-12 07:25:00,7,1,12,0,Aventura,Coconut Grove,25.969106,-80.148339,25.726102,-80.230105,0.462,1
GEO00046,2023-08-03 21:37:00,21,3,8,0,South Beach,Aventura,25.806218,-80.12516,25.951915,-80.142411,0.286,1
GEO00047,2023-05-14 06:42:00,6,6,5,1,Aventura,Doral,25.960074,-80.129292,25.815536,-80.370438,0.361,1
GEO00048,2023-06-03 14:20:00,14,5,6,1,Little Havana,Wynwood,25.763507,-80.228766,25.813088,-80.199861,0.492,1
GEO00049,2023-01-05 14:39:00,14,3,1,0,Coral Gables,South Beach,25.708938,-80.278955,25.789071,-80.122335,0.386,1
GEO00050,2023-02-07 17:13:00,17,1,2,0,South Beach,Coconut Grove,25.784801,-80.125567,25.729824,-80.243783,0.678,1
GEO00051,2023-06-28 02:56:00,2,2,6,0,Coral Gables,Midtown,25.729607,-80.269895,25.808241,-80.189212,0.43,1
GEO00052,2023-08-13 17:45:00,17,6,8,1,Aventura,Aventura,25.953192,-80.128936,25.967773,-80.143165,0.589,1
GEO00053,2023-12-01 16:00:00,16,4,12,0,Doral,Brickell,25.817788,-80.346263,25.768627,-80.20122,0.379,1
GEO00054,2023-05-16 03:56:00,3,1,5,0,Brickell,Wynwood,25.754669,-80.196022,25.812115,-80.194898,0.308,1
GEO00055,2023-11-21 08:32:00,8,1,11,0,Coconut Grove,Little Havana,25.725296,-80.232555,25.766687,-80.219702,0.541,1
GEO00056,2023-02-17 20:27:00,20,4,2,0,Doral,Coral Gables,25.830557,-80.35041,25.720163,-80.267226,0.435,1
GEO00057,2023-06-20 04:40:00,4,1,6,0,Downtown,Little Havana,25.786914,-80.191056,25.765271,-80.235564,0.33,1
GEO00058,2023-12-28 13:35:00,13,3,12,0,Little Havana,Midtown,25.77241,-80.231776,25.809548,-80.1999,0.424,1
GEO00059,2023-07-09 18:35:00,18,6,7,1,Downtown,Wynwood,25.769596,-80.197284,25.799699,-80.194838,0.615,1
GEO00060,2023-01-21 11:13:00,11,5,1,1,South Beach,Doral,25.799694,-80.126462,25.811254,-80.355998,0.651,1
GEO00061,2023-07-01 17:56:00,17,5,7,1,South Beach,Brickell,25.790517,-80.1122,25.755925,-80.185659,0.638,1
GEO00062,2023-03-21 07:55:00,7,1,3,0,South Beach,South Beach,25.784391,-80.129729,25.788762,-80.13062,0.586,1
GEO00063,2023-04-02 23:59:00,23,6,4,1,Aventura,Brickell,25.958977,-80.130291,25.762256,-80.193812,0.641,1
GEO00064,2023-12-09 23:51:00,23,5,12,1,Little Havana,Aventura,25.764834,-80.227194,25.960164,-80.143531,0.634,1
GEO00065,2023-08-29 07:12:00,7,1,8,0,Downtown,Coral Gables,25.778424,-80.189947,25.72756,-80.268171,0.579,1
GEO00066,2023-04-27 07:01:00,7,3,4,0,Coral Gables,Brickell,25.732514,-80.262184,25.76131,-80.195914,0.516,1
GEO00067,2023-05-23 02:49:00,2,1,5,0,Wynwood,Coconut Grove,25.800383,-80.199319,25.730437,-80.247711,0.717,1
GEO00068,2023-10-02 10:01:00,10,0,10,0,Doral,Aventura,25.816711,-80.358394,25.954084,-80.124447,0.344,1
GEO00069,2023-05-16 01:06:00,1,1,5,0,Wynwood,South Beach,25.800413,-80.191164,25.796258,-80.133463,0.517,1
GEO00070,2023-09-19 03:24:00,3,1,9,0,Downtown,Little Havana,25.773732,-80.196482,25.771024,-80.226822,0.358,1
GEO00071,2023-10-03 21:46:00,21,1,10,0,Brickell,Brickell,25.752022,-80.192185,25.760873,-80.189872,0.371,1
GEO00072,2023-12-07 10:39:00,10,3,12,0,Aventura,Downtown,25.963453,-80.149011,25.781012,-80.205887,0.459,1
GEO00073,2023-07-29 10:25:00,10,5,7,1,Coconut Grove,Coconut Grove,25.735186,-80.237645,25.737757,-80.240725,0.444,1
GEO00074,2023-04-09 13:42:00,13,6,4,1,Doral,Coral Gables,25.817989,-80.351175,25.721231,-80.276003,0.311,1
GEO00075,2023-03-31 19:36:00,19,4,3,0,Midtown,Doral,25.809363,-80.197161,25.823608,-80.348008,0.557,1
GEO00076,2023-08-09 18:38:00,18,2,8,0,Brickell,Aventura,25.751437,-80.195957,25.951227,-80.132957,0.535,1
GEO00077,2023-04-20 16:30:00,16,3,4,0,South Beach,Wynwood,25.789765,-80.12306,25.811411,-80.202076,0.282,1
GEO00078,2023-03-28 21:05:00,21,1,3,0,South Beach,South Beach,25.778953,-80.118617,25.780352,-80.1388,0.394,1
GEO00079,2023-05-01 21:19:00,21,0,5,0,South Beach,Brickell,25.789339,-80.144048,25.755126,-80.19675,0.358,1
GEO00080,2023-09-01 19:54:00,19,4,9,0,Midtown,Coral Gables,25.807003,-80.194099,25.71728,-80.265507,0.575,1
GEO00081,2023-10-22 06:45:00,6,6,10,1,Little Havana,Wynwood,25.760616,-80.2275,25.80753,-80.208971,0.486,1
GEO00082,2023-12-02 22:00:00,22,5,12,1,Wynwood,Wynwood,25.803375,-80.203713,25.800935,-80.199444,0.902,1
GEO00083,2023-12-23 16:29:00,16,5,12,1,South Beach,Aventura,25.789354,-80.130778,25.955905,-80.142367,0.603,1
GEO00084,2023-10-14 19:20:00,19,5,10,1,Brickell,Brickell,25.759792,-80.193823,25.75522,-80.193615,0.643,1
GEO00085,2023-09-16 13:53:00,13,5,9,1,Coral Gables,Little Havana,25.719702,-80.264068,25.770448,-80.232398,0.255,1
GEO00086,2023-09-01 14:16:00,14,4,9,0,South Beach,Doral,25.795973,-80.138916,25.823042,-80.345953,0.38,1
GEO00087,2023-09-24 15:40:00,15,6,9,1,Coconut Grove,South Beach,25.730416,-80.241843,25.791912,-80.138577,0.448,1
GEO00088,2023-05-01 08:21:00,8,0,5,0,Downtown,Midtown,25.771379,-80.191011,25.814976,-80.203813,0.46,1
GEO00089,2023-02-02 13:26:00,13,3,2,0,Brickell,Downtown,25.763022,-80.192021,25.769115,-80.19747,0.381,1
GEO00090,2023-08-04 12:57:00,12,4,8,0,Midtown,Wynwood,25.81123,-80.191737,25.80493,-80.202199,0.332,1
GEO00091,2023-01-11 18:24:00,18,2,1,0,Downtown,Wynwood,25.771152,-80.200076,25.796287,-80.192305,0.59,1
GEO00092,2023-07-19 13:34:00,13,2,7,0,Aventura,Coral Gables,25.954895,-80.145524,25.716856,-80.263691,0.433,1
GEO00093,2023-11-05 07:31:00,7,6,11,1,Coral Gables,Wynwood,25.724856,-80.269248,25.806666,-80.204542,0.545,1
GEO00094,2023-06-22 21:43:00,21,3,6,0,Coconut Grove,Wynwood,25.731759,-80.242128,25.809734,-80.190344,0.432,1
GEO00095,2023-08-28 04:39:00,4,0,8,0,Brickell,Midtown,25.763706,-80.197066,25.81313,-80.197331,0.341,1
GEO00096,2023-12-06 00:05:00,0,2,12,0,Doral,Coconut Grove,25.815589,-80.364557,25.731845,-80.248611,0.421,1
GEO00097,2023-04-19 14:20:00,14,2,4,0,Aventura,Little Havana,25.953109,-80.142743,25.7647,-80.225612,0.341,1
GEO00098,2023-05-23 13:16:00,13,1,5,0,Aventura,Coral Gables,25.963982,-80.12476,25.71099,-80.277162,0.342,1
GEO00099,2023-06-29 07:41:00,7,3,6,0,Doral,Coconut Grove,25.838345,-80.364483,25.734402,-80.245999,0.621,1
GEO00100,2023-01-21 00:15:00,0,5,1,1,South Beach,Brickell,25.797987,-80.146446,25.760336,-80.183224,0.851,1
GEO00101,2023-03-20 07:08:00,7,0,3,0,Downtown,Little Havana,25.780417,-80.198724,25.773649,-80.232759,0.525,1
GEO00102,2023-11-07 19:47:00,19,1,11,0,Little Havana,Coral Gables,25.763804,-80.22312,25.703868,-80.2767,0.544,1
GEO00103,2023-06-09 03:37:00,3,4,6,0,Little Havana,Brickell,25.77203,-80.225064,25.756333,-80.193393,0.374,1
GEO00104,2023-12-13 12:25:00,12,2,12,0,Coconut Grove,South Beach,25.73259,-80.23827,25.798971,-80.119687,0.351,1
GEO00105,2023-12-23 09:54:00,9,5,12,1,Wynwood,Brickell,25.802484,-80.200194,25.766736,-80.192347,0.595,1
GEO00106,2023-12-05 11:04:00,11,1,12,0,Little Havana,Little Havana,25.770638,-80.226183,25.76402,-80.225934,0.404,1
GEO00107,2023-07-05 20:57:00,20,2,7,0,Downtown,Coral Gables,25.782886,-80.195736,25.725413,-80.263322,0.405,1
GEO00108,2023-09-25 20:17:00,20,0,9,0,Doral,Coral Gables,25.819105,-80.358024,25.724606,-80.273971,0.392,1
GEO00109,2023-08-27 13:52:00,13,6,8,1,Downtown,Coconut Grove,25.777758,-80.203601,25.724593,-80.232298,0.533,1
GEO00110,2023-02-14 08:56:00,8,1,2,0,Little Havana,Downtown,25.763099,-80.238919,25.777663,-80.190008,0.553,1
GEO00111,2023-10-19 19:42:00,19,3,10,0,Doral,Brickell,25.818093,-80.352774,25.758781,-80.195542,0.473,1
GEO00112,2023-04-04 15:13:00,15,1,4,0,Coconut Grove,South Beach,25.72977,-80.237959,25.798508,-80.134158,0.379,1
GEO00113,2023-05-24 19:44:00,19,2,5,0,Midtown,Wynwood,25.814305,-80.191968,25.800381,-80.201174,0.494,1
GEO00114,2023-05-04 23:26:00,23,3,5,0,Midtown,South Beach,25.801393,-80.197877,25.78918,-80.137108,0.553,1
GEO00115,2023-09-09 14:50:00,14,5,9,1,Midtown,Wynwood,25.810933,-80.19745,25.802535,-80.20489,0.443,1
GEO00116,2023-05-05 09:42:00,9,4,5,0,Midtown,Coconut Grove,25.807415,-80.187899,25.723838,-80.232485,0.55,1
GEO00117,2023-10-09 10:22:00,10,0,10,0,Midtown,South Beach,25.80335,-80.189412,25.812928,-80.126769,0.289,1
GEO00118,2023-03-03 23:12:00,23,4,3,0,South Beach,South Beach,25.790369,-80.138256,25.79074,-80.133425,0.77,1
GEO00119,2023-04-09 06:47:00,6,6,4,1,Coral Gables,Coral Gables,25.70961,-80.268546,25.724678,-80.278544,0.401,1
GEO00120,2023-09-26 19:18:00,19,1,9,0,Little Havana,South Beach,25.760922,-80.228156,25.805633,-80.13662,0.423,1
GEO00121,2023-07-04 05:19:00,5,1,7,0,Little Havana,Little Havana,25.768932,-80.227798,25.764463,-80.228001,0.333,1
GEO00122,2023-05-21 01:03:00,1,6,5,1,Downtown,Aventura,25.782431,-80.202356,25.955633,-80.132523,0.708,1
GEO00123,2023-10-21 09:30:00,9,5,10,1,Doral,Little Havana,25.825813,-80.347984,25.772226,-80.231532,0.493,1
GEO00124,2023-05-10 15:07:00,15,2,5,0,Downtown,Aventura,25.778073,-80.195182,25.950877,-80.137875,0.415,1
GEO00125,2023-10-16 09:05:00,9,0,10,0,Little Havana,Doral,25.765359,-80.23011,25.806557,-80.352021,0.462,1
GEO00126,2023-11-07 19:50:00,19,1,11,0,South Beach,Wynwood,25.800497,-80.139424,25.786306,-80.198518,0.64,1
GEO00127,2023-08-15 09:55:00,9,1,8,0,Wynwood,Midtown,25.798357,-80.19673,25.813249,-80.197628,0.423,1
GEO00128,2023-10-19 19:03:00,19,3,10,0,Little Havana,Brickell,25.771843,-80.232851,25.757942,-80.18613,0.539,1
GEO00129,2023-04-17 20:13:00,20,0,4,0,South Beach,Wynwood,25.798321,-80.130025,25.796144,-80.194681,0.335,1
GEO00130,2023-05-03 05:35:00,5,2,5,0,Downtown,Little Havana,25.778555,-80.203702,25.75842,-80.225147,0.369,1
GEO00131,2023-12-28 09:44:00,9,3,12,0,Brickell,Doral,25.757923,-80.197355,25.820311,-80.364259,0.589,1
GEO00132,2023-04-12 13:07:00,13,2,4,0,Wynwood,Doral,25.801912,-80.19413,25.817966,-80.361133,0.324,1
GEO00133,2023-05-17 04:04:00,4,2,5,0,Aventura,Wynwood,25.970737,-80.134574,25.804049,-80.210313,0.303,1
GEO00134,2023-05-28 14:07:00,14,6,5,1,South Beach,Aventura,25.79547,-80.136237,25.962397,-80.137587,0.514,1
GEO00135,2023-10-04 15:28:00,15,2,10,0,Doral,Coral Gables,25.828412,-80.362281,25.738216,-80.281261,0.334,1
GEO00136,2023-06-15 19:16:00,19,3,6,0,South Beach,South Beach,25.773595,-80.125693,25.785216,-80.127769,0.549,1
GEO00137,2023-12-12 18:37:00,18,1,12,0,Coral Gables,South Beach,25.727575,-80.268187,25.794819,-80.130611,0.528,1
GEO00138,2023-03-31 15:33:00,15,4,3,0,Wynwood,Coconut Grove,25.797461,-80.204604,25.733817,-80.233715,0.452,1
GEO00139,2023-11-22 15:05:00,15,2,11,0,Doral,Doral,25.820703,-80.346064,25.814762,-80.352348,0.246,1
GEO00140,2023-02-23 05:21:00,5,3,2,0,Little Havana,Wynwood,25.771316,-80.231863,25.799754,-80.204731,0.481,1
GEO00141,2023-12-06 12:52:00,12,2,12,0,Coconut Grove,Downtown,25.728808,-80.232603,25.77897,-80.191772,0.386,1
GEO00142,2023-07-26 16:52:00,16,2,7,0,Wynwood,Midtown,25.795581,-80.204612,25.812717,-80.199595,0.383,1
GEO00143,2023-10-05 14:26:00,14,3,10,0,Midtown,South Beach,25.815689,-80.20016,25.777744,-80.129041,0.253,1
GEO00144,2023-09-13 20:28:00,20,2,9,0,Brickell,South Beach,25.765392,-80.185827,25.796576,-80.130534,0.404,1
GEO00145,2023-08-13 22:31:00,22,6,8,1,Coconut Grove,Wynwood,25.731528,-80.230252,25.784543,-80.195588,0.619,1
GEO00146,2023-11-08 07:45:00,7,2,11,0,Coconut Grove,Coconut Grove,25.735193,-80.235474,25.733952,-80.241156,0.392,1
GEO00147,2023-02-17 07:53:00,7,4,2,0,Doral,Brickell,25.82159,-80.360902,25.755922,-80.199161,0.503,1
GEO00148,2023-03-02 20:53:00,20,3,3,0,South Beach,Midtown,25.791852,-80.126387,25.81447,-80.189206,0.427,1
GEO00149,2023-08-01 15:30:00,15,1,8,0,Downtown,Doral,25.769624,-80.205242,25.822496,-80.361977,0.367,1
GEO00150,2023-11-03 16:47:00,16,4,11,0,Midtown,Wynwood,25.815994,-80.190009,25.806512,-80.194534,0.271,1
GEO00151,2023-08-01 10:59:00,10,1,8,0,Wynwood,Coral Gables,25.799572,-80.195762,25.733173,-80.275051,0.415,1
GEO00152,2023-01-02 09:46:00,9,0,1,0,Midtown,Brickell,25.807988,-80.193946,25.760665,-80.193206,0.501,1
GEO00153,2023-12-04 15:55:00,15,0,12,0,Doral,Downtown,25.823276,-80.351742,25.767869,-80.192833,0.394,1
GEO00154,2023-08-22 10:55:00,10,1,8,0,Downtown,Coconut Grove,25.780396,-80.199028,25.737328,-80.235384,0.528,1
GEO00155,2023-04-30 13:02:00,13,6,4,1,South Beach,South Beach,25.773203,-80.13355,25.801094,-80.139047,0.578,1
GEO00156,2023-07-15 12:42:00,12,5,7,1,Coconut Grove,Midtown,25.736145,-80.2432,25.808029,-80.192722,0.473,1
GEO00157,2023-03-19 15:02:00,15,6,3,1,Wynwood,Wynwood,25.801846,-80.200421,25.800621,-80.201163,0.496,1
GEO00158,2023-08-14 03:33:00,3,0,8,0,Little Havana,South Beach,25.774676,-80.232418,25.798756,-80.116796,0.337,1
GEO00159,2023-03-15 13:55:00,13,2,3,0,Aventura,Wynwood,25.952777,-80.131581,25.805865,-80.199398,0.335,1
GEO00160,2023-06-23 19:44:00,19,4,6,0,Brickell,Coconut Grove,25.763395,-80.185147,25.734224,-80.229994,0.571,1
GEO00161,2023-12-12 17:24:00,17,1,12,0,Brickell,Wynwood,25.758304,-80.190202,25.792118,-80.193008,0.602,1
GEO00162,2023-05-01 20:43:00,20,0,5,0,Aventura,Coral Gables,25.952032,-80.137879,25.731101,-80.272335,0.256,1
GEO00163,2023-02-20 20:45:00,20,0,2,0,Coconut Grove,Brickell,25.724174,-80.236389,25.767978,-80.18342,0.426,1
GEO00164,2023-12-22 09:57:00,9,4,12,0,Downtown,South Beach,25.77838,-80.205911,25.801277,-80.132577,0.572,1
GEO00165,2023-12-16 05:10:00,5,5,12,1,Little Havana,Doral,25.770974,-80.23412,25.831654,-80.351514,0.537,1
GEO00166,2023-10-26 04:14:00,4,3,10,0,Wynwood,Coral Gables,25.803747,-80.196864,25.724299,-80.268623,0.383,1
GEO00167,2023-01-05 14:57:00,14,3,1,0,Brickell,Downtown,25.767423,-80.187776,25.773163,-80.200327,0.372,1
GEO00168,2023-06-26 18:19:00,18,0,6,0,Little Havana,Coconut Grove,25.769735,-80.22249,25.733321,-80.231454,0.651,1
GEO00169,2023-05-09 14:54:00,14,1,5,0,Doral,Brickell,25.808306,-80.352659,25.7463,-80.188047,0.369,1
GEO00170,2023-07-15 18:22:00,18,5,7,1,Wynwood,Wynwood,25.804401,-80.196524,25.794387,-80.201268,0.682,1
GEO00171,2023-06-01 00:53:00,0,3,6,0,Aventura,Brickell,25.957368,-80.151314,25.762133,-80.190893,0.498,1
GEO00172,2023-10-17 21:49:00,21,1,10,0,Aventura,Coconut Grove,25.958184,-80.138008,25.729476,-80.239908,0.384,1
GEO00173,2023-09-12 09:49:00,9,1,9,0,Downtown,Midtown,25.764465,-80.201394,25.807181,-80.20192,0.488,1
GEO00174,2023-12-14 23:49:00,23,3,12,0,South Beach,Coconut Grove,25.796828,-80.119196,25.730543,-80.245304,0.74,1
GEO00175,2023-08-14 01:37:00,1,0,8,0,Coconut Grove,Downtown,25.724448,-80.244474,25.778099,-80.189206,0.558,1
GEO00176,2023-06-01 10:47:00,10,3,6,0,Coral Gables,Downtown,25.723596,-80.278441,25.772833,-80.182666,0.278,1
GEO00177,2023-10-04 11:33:00,11,2,10,0,Wynwood,Little Havana,25.798734,-80.199076,25.768814,-80.23122,0.33,1
GEO00178,2023-09-04 09:47:00,9,0,9,0,Aventura,Midtown,25.967156,-80.135599,25.815397,-80.188354,0.493,1
GEO00179,2023-02-08 04:48:00,4,2,2,0,South Beach,Aventura,25.800529,-80.123775,25.967336,-80.138824,0.526,1
GEO00180,2023-12-12 12:54:00,12,1,12,0,Downtown,Coconut Grove,25.763129,-80.188042,25.729275,-80.236276,0.428,1
GEO00181,2023-12-11 08:37:00,8,0,12,0,Downtown,Doral,25.776807,-80.193861,25.834289,-80.357005,0.598,1
GEO00182,2023-06-17 19:14:00,19,5,6,1,Little Havana,Wynwood,25.763334,-80.234167,25.807437,-80.191432,0.515,1
GEO00183,2023-08-26 22:19:00,22,5,8,1,Wynwood,South Beach,25.798701,-80.197822,25.7909,-80.130543,0.803,1
GEO00184,2023-01-24 01:19:00,1,1,1,0,Brickell,Downtown,25.762297,-80.187606,25.778358,-80.203958,0.565,1
GEO00185,2023-10-03 04:24:00,4,1,10,0,Wynwood,Doral,25.809021,-80.195654,25.806502,-80.365272,0.338,1
GEO00186,2023-10-04 13:37:00,13,2,10,0,Coral Gables,South Beach,25.720054,-80.270853,25.788962,-80.128788,0.33,1
GEO00187,2023-02-20 15:39:00,15,0,2,0,Downtown,Downtown,25.772993,-80.195829,25.773931,-80.208384,0.322,1
GEO00188,2023-07-09 06:28:00,6,6,7,1,Coral Gables,Downtown,25.712026,-80.266821,25.772333,-80.191873,0.402,1
GEO00189,2023-07-05 03:43:00,3,2,7,0,Doral,Doral,25.80805,-80.364779,25.817001,-80.354315,0.353,1
GEO00190,2023-11-27 11:03:00,11,0,11,0,Little Havana,Doral,25.768597,-80.227176,25.807009,-80.344561,0.337,1
GEO00191,2023-08-21 02:42:00,2,0,8,0,Aventura,Wynwood,25.954296,-80.139297,25.793234,-80.197703,0.447,1
GEO00192,2023-01-11 01:50:00,1,2,1,0,Downtown,Little Havana,25.776224,-80.199784,25.751714,-80.229293,0.6,1
GEO00193,2023-04-16 02:53:00,2,6,4,1,Brickell,Little Havana,25.754466,-80.193232,25.77319,-80.231014,0.664,1
GEO00194,2023-04-30 10:49:00,10,6,4,1,Downtown,Brickell,25.773115,-80.204473,25.761234,-80.190291,0.371,1
GEO00195,2023-03-16 04:34:00,4,3,3,0,South Beach,Doral,25.800192,-80.137913,25.813003,-80.363366,0.516,1
GEO00196,2023-01-08 11:50:00,11,6,1,1,Brickell,South Beach,25.762714,-80.195092,25.776405,-80.134392,0.469,1
GEO00197,2023-05-16 01:08:00,1,1,5,0,Brickell,Coral Gables,25.763186,-80.196816,25.731695,-80.276317,0.588,1
GEO00198,2023-02-25 14:32:00,14,5,2,1,Downtown,Coral Gables,25.780279,-80.194776,25.712671,-80.271046,0.473,1
GEO00199,2023-12-04 16:19:00,16,0,12,0,Wynwood,South Beach,25.791776,-80.188715,25.790779,-80.130407,0.411,1
GEO00200,2023-09-09 22:58:00,22,5,9,1,Downtown,Midtown,25.778083,-80.199918,25.808188,-80.191421,0.648,1
GEO00201,2023-11-16 20:37:00,20,3,11,0,Downtown,Doral,25.767429,-80.193436,25.80942,-80.358483,0.336,1
GEO00202,2023-11-06 13:06:00,13,0,11,0,Downtown,Little Havana,25.780442,-80.204728,25.76746,-80.224523,0.366,1
GEO00203,2023-04-21 13:28:00,13,4,4,0,Downtown,South Beach,25.77647,-80.195607,25.798634,-80.141079,0.39,1
GEO00204,2023-07-24 13:46:00,13,0,7,0,Wynwood,Coral Gables,25.794329,-80.194972,25.726591,-80.271019,0.322,1
GEO00205,2023-12-07 08:23:00,8,3,12,0,South Beach,Wynwood,25.793061,-80.130651,25.805491,-80.200653,0.495,1
GEO00206,2023-07-10 04:35:00,4,0,7,0,Wynwood,Midtown,25.800799,-80.1942,25.81298,-80.189242,0.327,1
GEO00207,2023-10-15 10:42:00,10,6,10,1,Wynwood,Doral,25.811736,-80.197575,25.818063,-80.369651,0.516,1
