lat,lon,hour,demand,neighborhood
25.72,-80.28,2,0.381,Coral Gables
25.72,-80.275,2,0.458,Coral Gables
25.72,-80.27,2,0.502,Coral Gables
25.72,-80.265,2,0.474,Coral Gables
25.72,-80.26,2,0.36,Coral Gables
25.72,-80.255,2,0.358,Coral Gables
25.72,-80.25,2,0.448,Coconut Grove
25.72,-80.245,2,0.39,Coconut Grove
25.72,-80.24,2,0.496,Coconut Grove
25.72,-80.235,2,0.499,Coconut Grove
25.72,-80.23,2,0.437,Coconut Grove
25.72,-80.225,2,0.426,Coconut Grove
25.72,-80.22,2,0.308,Coconut Grove
25.72,-80.215,2,0.235,Coconut Grove
25.72,-80.21,2,0.184,Coconut Grove
25.72,-80.205,2,0.09,Coconut Grove
25.72,-80.2,2,0.007,Coconut Grove
25.72,-80.195,2,0.019,Brickell
25.72,-80.19,2,0.019,Brickell
25.72,-80.185,2,0.009,Brickell
25.72,-80.18,2,0.0,Brickell
25.72,-80.175,2,0.0,Brickell
25.72,-80.17,2,0.0,Brickell
25.72,-80.165,2,0.0,Brickell
25.72,-80.16,2,0.0,Brickell
25.72,-80.155,2,0.0,Brickell
25.72,-80.15,2,0.0,Brickell
25.725,-80.325,2,0.0,Coral Gables
25.725,-80.32,2,0.0,Coral Gables
25.725,-80.315,2,0.0,Coral Gables
25.725,-80.31,2,0.0,Coral Gables
25.725,-80.305,2,0.045,Coral Gables
25.725,-80.3,2,0.113,Coral Gables
25.725,-80.295,2,0.138,Coral Gables
25.725,-80.29,2,0.238,Coral Gables
25.725,-80.285,2,0.316,Coral Gables
25.725,-80.28,2,0.359,Coral Gables
25.725,-80.275,2,0.408,Coral Gables
25.725,-80.27,2,0.485,Coral Gables
25.725,-80.265,2,0.465,Coral Gables
25.725,-80.26,2,0.413,Coral Gables
25.725,-80.255,2,0.377,Coral Gables
25.725,-80.25,2,0.455,Coconut Grove
25.725,-80.245,2,0.529,Coconut Grove
25.725,-80.24,2,0.495,Coconut Grove
25.725,-80.235,2,0.577,Coconut Grove
25.725,-80.23,2,0.547,Coconut Grove
25.725,-80.225,2,0.468,Coconut Grove
25.725,-80.22,2,0.39,Coconut Grove
25.725,-80.215,2,0.283,Coconut Grove
25.725,-80.21,2,0.181,Coconut Grove
25.725,-80.205,2,0.123,Coconut Grove
25.725,-80.2,2,0.106,Brickell
25.725,-80.195,2,0.116,Brickell
25.725,-80.19,2,0.114,Brickell
25.725,-80.185,2,0.104,Brickell
25.725,-80.18,2,0.07,Brickell
25.725,-80.175,2,0.038,Brickell
25.725,-80.17,2,0.0,Brickell
25.725,-80.165,2,0.0,Brickell
25.725,-80.16,2,0.0,Brickell
25.725,-80.155,2,0.0,Brickell
25.725,-80.15,2,0.0,Brickell
25.725,-80.145,2,0.0,Brickell
25.73,-80.325,2,0.0,Coral Gables
25.73,-80.32,2,0.0,Coral Gables
25.73,-80.315,2,0.0,Coral Gables
25.73,-80.31,2,0.0,Coral Gables
25.73,-80.305,2,0.025,Coral Gables
25.73,-80.3,2,0.102,Coral Gables
25.73,-80.295,2,0.151,Coral Gables
25.73,-80.29,2,0.227,Coral Gables
25.73,-80.285,2,0.259,Coral Gables
25.73,-80.28,2,0.296,Coral Gables
25.73,-80.275,2,0.39,Coral Gables
25.73,-80.27,2,0.231,Coral Gables
25.73,-80.265,2,0.353,Coral Gables
25.73,-80.26,2,0.38,Coral Gables
25.73,-80.255,2,0.298,Coral Gables
25.73,-80.25,2,0.496,Coconut Grove
25.73,-80.245,2,0.654,Coconut Grove
25.73,-80.24,2,0.606,Coconut Grove
25.73,-80.235,2,0.645,Coconut Grove
25.73,-80.23,2,0.563,Coconut Grove
25.73,-80.225,2,0.512,Coconut Grove
25.73,-80.22,2,0.386,Coconut Grove
25.73,-80.215,2,0.27,Coconut Grove
25.73,-80.21,2,0.176,Coconut Grove
25.73,-80.205,2,0.166,Brickell
25.73,-80.2,2,0.19,Brickell
25.73,-80.195,2,0.217,Brickell
25.73,-80.19,2,0.163,Brickell
25.73,-80.185,2,0.218,Brickell
25.73,-80.18,2,0.169,Brickell
25.73,-80.175,2,0.136,Brickell
25.73,-80.17,2,0.069,Brickell
25.73,-80.165,2,0.011,Brickell
25.73,-80.16,2,0.0,Brickell
25.73,-80.155,2,0.0,Brickell
25.73,-80.15,2,0.0,Brickell
25.73,-80.145,2,0.0,Brickell
25.73,-80.14,2,0.0,Brickell
25.735,-80.325,2,0.0,Coral Gables
25.735,-80.32,2,0.0,Coral Gables
25.735,-80.315,2,0.0,Coral Gables
25.735,-80.31,2,0.0,Coral Gables
25.735,-80.305,2,0.012,Coral Gables
25.735,-80.3,2,0.08,Coral Gables
25.735,-80.295,2,0.142,Coral Gables
25.735,-80.29,2,0.163,Coral Gables
25.735,-80.285,2,0.216,Coral Gables
25.735,-80.28,2,0.239,Coral Gables
25.735,-80.275,2,0.244,Coral Gables
25.735,-80.27,2,0.372,Coral Gables
25.735,-80.265,2,0.268,Coral Gables
25.735,-80.26,2,0.324,Coral Gables
25.735,-80.255,2,0.347,Coconut Grove
25.735,-80.25,2,0.431,Coconut Grove
25.735,-80.245,2,0.523,Coconut Grove
25.735,-80.24,2,0.633,Coconut Grove
25.735,-80.235,2,0.592,Coconut Grove
25.735,-80.23,2,0.484,Coconut Grove
25.735,-80.225,2,0.488,Coconut Grove
25.735,-80.22,2,0.411,Coconut Grove
25.735,-80.215,2,0.276,Coconut Grove
25.735,-80.21,2,0.177,Coconut Grove
25.735,-80.205,2,0.225,Brickell
25.735,-80.2,2,0.261,Brickell
25.735,-80.195,2,0.302,Brickell
25.735,-80.19,2,0.328,Brickell
25.735,-80.185,2,0.27,Brickell
25.735,-80.18,2,0.256,Brickell
25.735,-80.175,2,0.224,Brickell
25.735,-80.17,2,0.151,Brickell
25.735,-80.165,2,0.074,Brickell
25.735,-80.16,2,0.004,Brickell
25.735,-80.155,2,0.0,Brickell
25.735,-80.15,2,0.0,Brickell
25.735,-80.145,2,0.0,Brickell
25.735,-80.14,2,0.0,South Beach
25.735,-80.135,2,0.0,South Beach
25.735,-80.13,2,0.0,South Beach
25.735,-80.125,2,0.0,South Beach
25.735,-80.12,2,0.0,South Beach
25.735,-80.115,2,0.0,South Beach
25.735,-80.11,2,0.0,South Beach
25.74,-80.325,2,0.0,Coral Gables
25.74,-80.32,2,0.0,Coral Gables
25.74,-80.315,2,0.0,Coral Gables
25.74,-80.31,2,0.0,Coral Gables
25.74,-80.305,2,0.0,Coral Gables
25.74,-80.3,2,0.032,Coral Gables
25.74,-80.295,2,0.103,Coral Gables
25.74,-80.29,2,0.135,Coral Gables
25.74,-80.285,2,0.198,Coral Gables
25.74,-80.28,2,0.235,Coral Gables
25.74,-80.275,2,0.251,Coral Gables
25.74,-80.27,2,0.311,Coral Gables
25.74,-80.265,2,0.278,Coral Gables
25.74,-80.26,2,0.264,Coral Gables
25.74,-80.255,2,0.397,Coconut Grove
25.74,-80.25,2,0.347,Coconut Grove
25.74,-80.245,2,0.511,Coconut Grove
25.74,-80.24,2,0.581,Coconut Grove
25.74,-80.235,2,0.512,Coconut Grove
25.74,-80.23,2,0.448,Coconut Grove
25.74,-80.225,2,0.382,Coconut Grove
25.74,-80.22,2,0.286,Coconut Grove
25.74,-80.215,2,0.283,Coconut Grove
25.74,-80.21,2,0.198,Brickell
25.74,-80.205,2,0.319,Brickell
25.74,-80.2,2,0.371,Brickell
25.74,-80.195,2,0.433,Brickell
25.74,-80.19,2,0.399,Brickell
25.74,-80.185,2,0.324,Brickell
25.74,-80.18,2,0.377,Brickell
25.74,-80.175,2,0.239,Brickell
25.74,-80.17,2,0.193,Brickell
25.74,-80.165,2,0.133,Brickell
25.74,-80.16,2,0.05,Brickell
25.74,-80.155,2,0.0,Brickell
25.74,-80.15,2,0.0,Brickell
25.74,-80.145,2,0.0,Brickell
25.74,-80.14,2,0.0,South Beach
25.74,-80.135,2,0.0,South Beach
25.74,-80.13,2,0.0,South Beach
25.74,-80.125,2,0.0,South Beach
25.74,-80.12,2,0.0,South Beach
25.74,-80.115,2,0.0,South Beach
25.74,-80.11,2,0.0,South Beach
25.745,-80.32,2,0.0,Coral Gables
25.745,-80.315,2,0.0,Coral Gables
25.745,-80.31,2,0.0,Coral Gables
25.745,-80.305,2,0.0,Coral Gables
25.745,-80.3,2,0.009,Coral Gables
25.745,-80.295,2,0.055,Coral Gables
25.745,-80.29,2,0.099,Coral Gables
25.745,-80.285,2,0.13,Coral Gables
25.745,-80.28,2,0.165,Coral Gables
25.745,-80.275,2,0.177,Coral Gables
25.745,-80.27,2,0.197,Coral Gables
25.745,-80.265,2,0.194,Coral Gables
25.745,-80.26,2,0.193,Coral Gables
25.745,-80.255,2,0.317,Coconut Grove
25.745,-80.25,2,0.378,Coconut Grove
25.745,-80.245,2,0.387,Coconut Grove
25.745,-80.24,2,0.46,Coconut Grove
25.745,-80.235,2,0.46,Coconut Grove
25.745,-80.23,2,0.358,Coconut Grove
25.745,-80.225,2,0.397,Coconut Grove
25.745,-80.22,2,0.305,Coconut Grove
25.745,-80.215,2,0.236,Little Havana
25.745,-80.21,2,0.271,Brickell
25.745,-80.205,2,0.357,Brickell
25.745,-80.2,2,0.469,Brickell
25.745,-80.195,2,0.524,Brickell
25.745,-80.19,2,0.535,Brickell
25.745,-80.185,2,0.449,Brickell
25.745,-80.18,2,0.401,Brickell
25.745,-80.175,2,0.315,Brickell
25.745,-80.17,2,0.268,Brickell
25.745,-80.165,2,0.194,Brickell
25.745,-80.16,2,0.105,Brickell
25.745,-80.155,2,0.012,Brickell
25.745,-80.15,2,0.0,Brickell
25.745,-80.145,2,0.0,South Beach
25.745,-80.14,2,0.0,South Beach
25.745,-80.135,2,0.0,South Beach
25.745,-80.13,2,0.0,South Beach
25.745,-80.125,2,0.0,South Beach
25.745,-80.12,2,0.0,South Beach
25.745,-80.115,2,0.0,South Beach
25.745,-80.11,2,0.0,South Beach
25.75,-80.32,2,0.0,Coral Gables
25.75,-80.315,2,0.0,Coral Gables
25.75,-80.31,2,0.0,Coral Gables
25.75,-80.305,2,0.0,Coral Gables
25.75,-80.3,2,0.0,Coral Gables
25.75,-80.295,2,0.015,Coral Gables
25.75,-80.29,2,0.052,Coral Gables
25.75,-80.285,2,0.09,Coral Gables
25.75,-80.28,2,0.129,Coral Gables
25.75,-80.275,2,0.134,Coral Gables
25.75,-80.27,2,0.124,Coral Gables
25.75,-80.265,2,0.119,Coral Gables
25.75,-80.26,2,0.177,Coconut Grove
25.75,-80.255,2,0.24,Coconut Grove
25.75,-80.25,2,0.302,Coconut Grove
25.75,-80.245,2,0.383,Coconut Grove
25.75,-80.24,2,0.313,Coconut Grove
25.75,-80.235,2,0.348,Little Havana
25.75,-80.23,2,0.394,Little Havana
25.75,-80.225,2,0.366,Little Havana
25.75,-80.22,2,0.325,Little Havana
25.75,-80.215,2,0.3,Little Havana
25.75,-80.21,2,0.354,Brickell
25.75,-80.205,2,0.43,Brickell
25.75,-80.2,2,0.532,Brickell
25.75,-80.195,2,0.591,Brickell
25.75,-80.19,2,0.661,Brickell
25.75,-80.185,2,0.531,Brickell
25.75,-80.18,2,0.487,Brickell
25.75,-80.175,2,0.385,Brickell
25.75,-80.17,2,0.314,Brickell
25.75,-80.165,2,0.192,Brickell
25.75,-80.16,2,0.124,Brickell
25.75,-80.155,2,0.041,Brickell
25.75,-80.15,2,0.0,Brickell
25.75,-80.145,2,0.0,South Beach
25.75,-80.14,2,0.0,South Beach
25.75,-80.135,2,0.0,South Beach
25.75,-80.13,2,0.0,South Beach
25.75,-80.125,2,0.0,South Beach
25.75,-80.12,2,0.0,South Beach
25.75,-80.115,2,0.0,South Beach
25.75,-80.11,2,0.0,South Beach
25.755,-80.315,2,0.0,Coral Gables
25.755,-80.31,2,0.0,Coral Gables
25.755,-80.305,2,0.0,Coral Gables
25.755,-80.3,2,0.0,Coral Gables
25.755,-80.295,2,0.0,Coral Gables
25.755,-80.29,2,0.002,Coral Gables
25.755,-80.285,2,0.031,Coral Gables
25.755,-80.28,2,0.047,Coral Gables
25.755,-80.275,2,0.081,Coral Gables
25.755,-80.27,2,0.087,Coral Gables
25.755,-80.265,2,0.093,Coral Gables
25.755,-80.26,2,0.124,Coconut Grove
25.755,-80.255,2,0.208,Little Havana
25.755,-80.25,2,0.288,Little Havana
25.755,-80.245,2,0.336,Little Havana
25.755,-80.24,2,0.325,Little Havana
25.755,-80.235,2,0.486,Little Havana
25.755,-80.23,2,0.447,Little Havana
25.755,-80.225,2,0.44,Little Havana
25.755,-80.22,2,0.433,Little Havana
25.755,-80.215,2,0.369,Little Havana
25.755,-80.21,2,0.491,Brickell
25.755,-80.205,2,0.405,Brickell
25.755,-80.2,2,0.632,Brickell
25.755,-80.195,2,0.661,Brickell
25.755,-80.19,2,0.615,Brickell
25.755,-80.185,2,0.593,Brickell
25.755,-80.18,2,0.562,Brickell
25.755,-80.175,2,0.39,Brickell
25.755,-80.17,2,0.368,Brickell
25.755,-80.165,2,0.231,Brickell
25.755,-80.16,2,0.143,Brickell
25.755,-80.155,2,0.054,Brickell
25.755,-80.15,2,0.0,South Beach
25.755,-80.145,2,0.028,South Beach
25.755,-80.14,2,0.069,South Beach
25.755,-80.135,2,0.091,South Beach
25.755,-80.13,2,0.097,South Beach
25.755,-80.125,2,0.099,South Beach
25.755,-80.12,2,0.069,South Beach
25.755,-80.115,2,0.028,South Beach
25.755,-80.11,2,0.0,South Beach
25.76,-80.36,2,0.0,Doral
25.76,-80.355,2,0.0,Doral
25.76,-80.35,2,0.0,Doral
25.76,-80.31,2,0.0,Coral Gables
25.76,-80.305,2,0.0,Coral Gables
25.76,-80.3,2,0.0,Coral Gables
25.76,-80.295,2,0.0,Coral Gables
25.76,-80.29,2,0.0,Coral Gables
25.76,-80.285,2,0.0,Coral Gables
25.76,-80.28,2,0.0,Coral Gables
25.76,-80.275,2,0.011,Coral Gables
25.76,-80.27,2,0.017,Coral Gables
25.76,-80.265,2,0.068,Little Havana
25.76,-80.26,2,0.129,Little Havana
25.76,-80.255,2,0.205,Little Havana
25.76,-80.25,2,0.313,Little Havana
25.76,-80.245,2,0.362,Little Havana
25.76,-80.24,2,0.478,Little Havana
25.76,-80.235,2,0.49,Little Havana
25.76,-80.23,2,0.521,Little Havana
25.76,-80.225,2,0.53,Little Havana
25.76,-80.22,2,0.453,Little Havana
25.76,-80.215,2,0.402,Little Havana
25.76,-80.21,2,0.472,Brickell
25.76,-80.205,2,0.47,Brickell
25.76,-80.2,2,0.569,Brickell
25.76,-80.195,2,0.792,Brickell
25.76,-80.19,2,0.679,Brickell
25.76,-80.185,2,0.588,Brickell
25.76,-80.18,2,0.517,Brickell
25.76,-80.175,2,0.405,Brickell
25.76,-80.17,2,0.341,Brickell
25.76,-80.165,2,0.271,Brickell
25.76,-80.16,2,0.137,Brickell
25.76,-80.155,2,0.056,Brickell
25.76,-80.15,2,0.084,South Beach
25.76,-80.145,2,0.132,South Beach
25.76,-80.14,2,0.158,South Beach
25.76,-80.135,2,0.213,South Beach
25.76,-80.13,2,0.218,South Beach
25.76,-80.125,2,0.164,South Beach
25.76,-80.12,2,0.193,South Beach
25.76,-80.115,2,0.128,South Beach
25.76,-80.11,2,0.08,South Beach
25.765,-80.37,2,0.0,Doral
25.765,-80.365,2,0.0,Doral
25.765,-80.36,2,0.0,Doral
25.765,-80.355,2,0.0,Doral
25.765,-80.35,2,0.0,Doral
25.765,-80.345,2,0.0,Doral
25.765,-80.34,2,0.0,Doral
25.765,-80.335,2,0.0,Doral
25.765,-80.305,2,0.0,Coral Gables
25.765,-80.3,2,0.0,Coral Gables
25.765,-80.295,2,0.0,Coral Gables
25.765,-80.29,2,0.0,Coral Gables
25.765,-80.285,2,0.0,Coral Gables
25.765,-80.28,2,0.0,Coral Gables
25.765,-80.275,2,0.0,Coral Gables
25.765,-80.27,2,0.0,Little Havana
25.765,-80.265,2,0.06,Little Havana
25.765,-80.26,2,0.156,Little Havana
25.765,-80.255,2,0.196,Little Havana
25.765,-80.25,2,0.287,Little Havana
25.765,-80.245,2,0.375,Little Havana
25.765,-80.24,2,0.436,Little Havana
25.765,-80.235,2,0.526,Little Havana
25.765,-80.23,2,0.686,Little Havana
25.765,-80.225,2,0.574,Little Havana
25.765,-80.22,2,0.469,Little Havana
25.765,-80.215,2,0.419,Little Havana
25.765,-80.21,2,0.368,Downtown
25.765,-80.205,2,0.396,Downtown
25.765,-80.2,2,0.483,Downtown
25.765,-80.195,2,0.632,Brickell
25.765,-80.19,2,0.526,Brickell
25.765,-80.185,2,0.576,Brickell
25.765,-80.18,2,0.534,Brickell
25.765,-80.175,2,0.471,Brickell
25.765,-80.17,2,0.333,Brickell
25.765,-80.165,2,0.235,Brickell
25.765,-80.16,2,0.137,Brickell
25.765,-80.155,2,0.101,South Beach
25.765,-80.15,2,0.153,South Beach
25.765,-80.145,2,0.246,South Beach
25.765,-80.14,2,0.275,South Beach
25.765,-80.135,2,0.331,South Beach
25.765,-80.13,2,0.334,South Beach
25.765,-80.125,2,0.296,South Beach
25.765,-80.12,2,0.291,South Beach
25.765,-80.115,2,0.225,South Beach
25.765,-80.11,2,0.164,South Beach
25.77,-80.37,2,0.0,Doral
25.77,-80.365,2,0.0,Doral
25.77,-80.36,2,0.0,Doral
25.77,-80.355,2,0.0,Doral
25.77,-80.35,2,0.0,Doral
25.77,-80.345,2,0.0,Doral
25.77,-80.34,2,0.0,Doral
25.77,-80.335,2,0.0,Doral
25.77,-80.33,2,0.0,Doral
25.77,-80.325,2,0.0,Doral
25.77,-80.3,2,0.0,Coral Gables
25.77,-80.295,2,0.0,Coral Gables
25.77,-80.29,2,0.0,Coral Gables
25.77,-80.285,2,0.0,Coral Gables
25.77,-80.28,2,0.0,Coral Gables
25.77,-80.275,2,0.0,Little Havana
25.77,-80.27,2,0.0,Little Havana
25.77,-80.265,2,0.071,Little Havana
25.77,-80.26,2,0.154,Little Havana
25.77,-80.255,2,0.241,Little Havana
25.77,-80.25,2,0.308,Little Havana
25.77,-80.245,2,0.361,Little Havana
25.77,-80.24,2,0.393,Little Havana
25.77,-80.235,2,0.577,Little Havana
25.77,-80.23,2,0.616,Little Havana
25.77,-80.225,2,0.497,Little Havana
25.77,-80.22,2,0.476,Little Havana
25.77,-80.215,2,0.397,Little Havana
25.77,-80.21,2,0.509,Downtown
25.77,-80.205,2,0.522,Downtown
25.77,-80.2,2,0.667,Downtown
25.77,-80.195,2,0.684,Downtown
25.77,-80.19,2,0.359,Downtown
25.77,-80.185,2,0.5,Brickell
25.77,-80.18,2,0.445,Brickell
25.77,-80.175,2,0.346,Brickell
25.77,-80.17,2,0.309,Brickell
25.77,-80.165,2,0.239,Brickell
25.77,-80.16,2,0.111,Brickell
25.77,-80.155,2,0.189,South Beach
25.77,-80.15,2,0.246,South Beach
25.77,-80.145,2,0.317,South Beach
25.77,-80.14,2,0.39,South Beach
25.77,-80.135,2,0.446,South Beach
25.77,-80.13,2,0.482,South Beach
25.77,-80.125,2,0.464,South Beach
25.77,-80.12,2,0.425,South Beach
25.77,-80.115,2,0.335,South Beach
25.77,-80.11,2,0.257,South Beach
25.775,-80.37,2,0.0,Doral
25.775,-80.365,2,0.0,Doral
25.775,-80.36,2,0.0,Doral
25.775,-80.355,2,0.0,Doral
25.775,-80.35,2,0.0,Doral
25.775,-80.345,2,0.0,Doral
25.775,-80.34,2,0.0,Doral
25.775,-80.335,2,0.0,Doral
25.775,-80.33,2,0.0,Doral
25.775,-80.325,2,0.0,Doral
25.775,-80.32,2,0.0,Doral
25.775,-80.295,2,0.0,Coral Gables
25.775,-80.29,2,0.0,Coral Gables
25.775,-80.285,2,0.0,Coral Gables
25.775,-80.28,2,0.0,Little Havana
25.775,-80.275,2,0.0,Little Havana
25.775,-80.27,2,0.0,Little Havana
25.775,-80.265,2,0.053,Little Havana
25.775,-80.26,2,0.116,Little Havana
25.775,-80.255,2,0.217,Little Havana
25.775,-80.25,2,0.314,Little Havana
25.775,-80.245,2,0.323,Little Havana
25.775,-80.24,2,0.416,Little Havana
25.775,-80.235,2,0.451,Little Havana
25.775,-80.23,2,0.535,Little Havana
25.775,-80.225,2,0.497,Little Havana
25.775,-80.22,2,0.444,Little Havana
25.775,-80.215,2,0.338,Little Havana
25.775,-80.21,2,0.382,Downtown
25.775,-80.205,2,0.597,Downtown
25.775,-80.2,2,0.55,Downtown
25.775,-80.195,2,0.645,Downtown
25.775,-80.19,2,0.428,Downtown
25.775,-80.185,2,0.248,Downtown
25.775,-80.18,2,0.392,Downtown
25.775,-80.175,2,0.298,Downtown
25.775,-80.17,2,0.195,Brickell
25.775,-80.165,2,0.162,Brickell
25.775,-80.16,2,0.154,South Beach
25.775,-80.155,2,0.25,South Beach
25.775,-80.15,2,0.324,South Beach
25.775,-80.145,2,0.457,South Beach
25.775,-80.14,2,0.48,South Beach
25.775,-80.135,2,0.556,South Beach
25.775,-80.13,2,0.607,South Beach
25.775,-80.125,2,0.505,South Beach
25.775,-80.12,2,0.501,South Beach
25.775,-80.115,2,0.451,South Beach
25.775,-80.11,2,0.329,South Beach
25.78,-80.37,2,0.0,Doral
25.78,-80.365,2,0.0,Doral
25.78,-80.36,2,0.003,Doral
25.78,-80.355,2,0.007,Doral
25.78,-80.35,2,0.001,Doral
25.78,-80.345,2,0.0,Doral
25.78,-80.34,2,0.0,Doral
25.78,-80.335,2,0.0,Doral
25.78,-80.33,2,0.0,Doral
25.78,-80.325,2,0.0,Doral
25.78,-80.32,2,0.0,Doral
25.78,-80.315,2,0.0,Doral
25.78,-80.285,2,0.0,Little Havana
25.78,-80.28,2,0.0,Little Havana
25.78,-80.275,2,0.0,Little Havana
